StreetAddress,City,State,ZipCode,AUTO_UNIQUE_ID_2024-05-08_Charissa-Roeuiowaedu_Addresses,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
716 3RD AVE.,ACKLEY,IA,50601,571,13903a2d-691b-4a6f-834a-c0bcd0627fca,0.4381176,TAMUGeocoder,5.0.0,1,,42.5511376336173,-93.051713120024,,StreetSegment,Match,100,,3029.8,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},716,,,,,,3RD,,AVE,,,,,,,ACKLEY,,,,,IA,50601,,,,,,716,,,,,,3RD,,AVE,,,,,,,ACKLEY,,,,,IA,50601,,,,,
709 ELLSWORTH AVE,IOWA FALLS,IA,50126,572,02a5fcbb-0c38-4b5d-bc6d-59fbe5c1e732,0.1878198,TAMUGeocoder,5.0.0,1,,42.4951325,-93.2649445,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},709,,,,,,ELLSWORTH,,AVE,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,,709,,,,,,ELLSWORTH,,AVE,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,
921 WASHINGTON AVE,IOWA FALLS,IA,50126,573,5aa806e3-b0d0-465a-a72a-eaddacfa9202,0.5318736,TAMUGeocoder,5.0.0,1,,42.519585990639,-93.2681350918026,,StreetSegment,Match,100,,2299.32,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},921,,,,,,WASHINGTON,,AVE,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,,921,,,,,,WASHINGTON,,AVE,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,
218 SO RIVER ST,IOWA FALLS,IA,50126,574,d29f4ae4-9d51-48b1-9053-60f0d86ace45,0.4562848,TAMUGeocoder,5.0.0,1,,42.5146884805876,-93.2707393385982,,StreetSegment,Match,100,,4845.21,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},218,,S,,,,RIVER,,ST,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,,218,,S,,,,RIVER,,ST,,,,,,,IOWA FALLS,,,,,IA,50126,,,,,
605 WEARE ST,WOODBINE,IA,51579,575,f2b0b332-1dde-48f6-b45b-2c96915cb7ec,0.5793566,TAMUGeocoder,5.0.0,1,,41.7381752727273,-95.7065550174668,,StreetSegment,Match,100,,2673.12,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},605,,,,,,WEARE,,ST,,,,,,,WOODBINE,,,,,IA,51579,,,,,,605,,,,,,WEARE,,ST,,,,,,,WOODBINE,,,,,IA,51579,,,,,
716 IOWA AVE,DUNLAP,IA,51529,576,0435e8e4-3297-460d-b268-725edefb6e6f,0.564893,TAMUGeocoder,5.0.0,1,,41.8542624859386,-95.6002736833375,,StreetSegment,Match,100,,2634.4,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},716,,,,,,IOWA,,AVE,,,,,,,DUNLAP,,,,,IA,51529,,,,,,716,,,,,,IOWA,,AVE,,,,,,,DUNLAP,,,,,IA,51529,,,,,
420 FRONT ST,PISGAH,IA,51564,577,e9f94dd2-e575-4c48-b4f8-61b15391d635,0.1875119,TAMUGeocoder,5.0.0,1,,41.834204,-95.9259735,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,BrokenTie,2,,ReturnAll,,FeatureClassBased,,{},420,,,,,,FRONT,,ST,,,,,,,PISGAH,,,,,IA,51564,,,,,,420,,,,,,FRONT,,ST,,,,,,,PISGAH,,,,,IA,51564,,,,,
108 W 4TH ST,LOGAN,IA,51546,578,fb11069d-dedf-4b9f-81e3-1d9c4b11760c,0.8138118,TAMUGeocoder,5.0.0,1,,41.6462420311467,-95.7916647436715,,StreetSegment,Match,100,,2465.24,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,,108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,
108 W 4TH ST,LOGAN,IA,51546,579,a4f8d541-5ff5-42a1-9b84-3126619f851f,0.4968351,TAMUGeocoder,5.0.0,1,,41.6462420311467,-95.7916647436715,,StreetSegment,Match,100,,2465.24,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,,108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,
200 MAPLE ST,MONDAMIN,IA,51557,580,abd80ef4-2a03-4998-b7c5-3a25f2d4e4cd,0.4224961,TAMUGeocoder,5.0.0,1,,41.7103151326327,-96.0206214446406,,StreetSegment,Match,100,,2689.3,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},200,,,,,,MAPLE,,ST,,,,,,,MONDAMIN,,,,,IA,51557,,,,,,200,,,,,,MAPLE,,ST,,,,,,,MONDAMIN,,,,,IA,51557,,,,,
108 W 4TH ST,LOGAN,IA,51546,581,c8affe4f-bdbc-4c92-8d23-7959a328eeca,0.5504637,TAMUGeocoder,5.0.0,1,,41.6462420311467,-95.7916647436715,,StreetSegment,Match,100,,2465.24,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,,108,,W,,,,4TH,,ST,,,,,,,LOGAN,,,,,IA,51546,,,,,
200 MAPLE ST,MONDAMIN,IA,51557,582,3d54ef0f-2992-461c-92c5-77098d16f70e,0.3289936,TAMUGeocoder,5.0.0,1,,41.7103151326327,-96.0206214446406,,StreetSegment,Match,100,,2689.3,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},200,,,,,,MAPLE,,ST,,,,,,,MONDAMIN,,,,,IA,51557,,,,,,200,,,,,,MAPLE,,ST,,,,,,,MONDAMIN,,,,,IA,51557,,,,,
100 S 4TH ST,MISSOURI VALLEY,IA,51555,583,cb0400b0-ca17-4fdd-9104-0565325cd638,0.6675489,TAMUGeocoder,5.0.0,1,,41.5563862091495,-95.8903949972823,,StreetSegment,Match,97.9289940828402,,1422.47,Meters,03,StreetSegmentInterpolation,MMMMMF7MMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},100,,S,,,,4TH,,ST,,,,,,,MISSOURI VALLEY,,,,,IA,51555,,,,,,100,,S,,,,4TH,,ST,,,,,,,MISSOURI VALLEY,,,,,IA,51555,,,,,
100 S 4TH ST,MISSOURI VALLEY,IA,51555,584,758eb2d7-0ef6-4963-80c3-400f26a16934,0.563164,TAMUGeocoder,5.0.0,1,,41.5563862091495,-95.8903949972823,,StreetSegment,Match,97.9289940828402,,1422.47,Meters,03,StreetSegmentInterpolation,MMMMMF7MMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},100,,S,,,,4TH,,ST,,,,,,,MISSOURI VALLEY,,,,,IA,51555,,,,,,100,,S,,,,4TH,,ST,,,,,,,MISSOURI VALLEY,,,,,IA,51555,,,,,
102 E PALMER ST,MODALE,IA,51556,585,55bc9817-6a17-4be8-abbe-ee168a94f9fd,0.5489707,TAMUGeocoder,5.0.0,1,,41.6209471498948,-96.0105967469548,,StreetSegment,Match,100,,2556.03,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},102,,E,,,,PALMER,,ST,,,,,,,MODALE,,,,,IA,51556,,,,,,102,,E,,,,PALMER,,ST,,,,,,,MODALE,,,,,IA,51556,,,,,
605 WEARE ST,WOODBINE,IA,51579,586,9508366b-1461-4584-a1a6-95d78754ad73,0.3281674,TAMUGeocoder,5.0.0,1,,41.7381752727273,-95.7065550174668,,StreetSegment,Match,100,,2673.12,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},605,,,,,,WEARE,,ST,,,,,,,WOODBINE,,,,,IA,51579,,,,,,605,,,,,,WEARE,,ST,,,,,,,WOODBINE,,,,,IA,51579,,,,,
112 MAIN ST,PERSIA,IA,51563,587,754317b9-4d76-4177-9d87-41c1dffa5ff8,0.5172271,TAMUGeocoder,5.0.0,1,,41.574958544762,-95.5936906244434,,ZCTA,Match,100,,142269494.2,Meters,09,AddressZIPCentroid,MMMM3FMMMMFFFE,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},112,,,,,,MAIN,,ST,,,,,,,PERSIA,,,,,IA,51563,,,,,,112,,,,,,MAIN,,ST,,,,,,,PERSIA,,,,,IA,51563,,,,,
900 W WASHINGTON ST,MT PLEASANT,IA,52641,588,2445eba8-01b9-476c-a747-ed110040755e,0.3756376,TAMUGeocoder,5.0.0,1,,40.9663907132247,-91.5645976927885,,StreetSegment,Review,98.9940828402367,,762.23,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},900,,W,,,,WASHINGTON,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,,900,,W,,,,WASHINGTON,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,
300 W MONROE ST,MT PLEASANT,IA,52641,589,8e68a49b-32e2-43ba-82f2-4875d949d9c0,0.5195721,TAMUGeocoder,5.0.0,1,,40.9668495202091,-91.5566637430187,,StreetSegment,Review,98.9940828402367,,1437.85,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,,300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,
300 W MONROE ST,MT PLEASANT,IA,52641,590,39e36fbf-e317-4fe3-b70a-ee1756432fa2,0.390624,TAMUGeocoder,5.0.0,1,,40.9668495202091,-91.5566637430187,,StreetSegment,Review,98.9940828402367,,1437.85,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,,300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,
300 W MONROE ST,MT PLEASANT,IA,52641,591,65747771-0409-480c-87a5-c19e303c76d0,0.3600554,TAMUGeocoder,5.0.0,1,,40.9668495202091,-91.5566637430187,,StreetSegment,Review,98.9940828402367,,1437.85,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,,300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,
300 W MONROE ST,MT PLEASANT,IA,52641,592,b2408530-817f-4527-908a-ba33d2f0dddb,0.3596165,TAMUGeocoder,5.0.0,1,,40.9668495202091,-91.5566637430187,,StreetSegment,Review,98.9940828402367,,1437.85,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,,300,,W,,,,MONROE,,ST,,,,,,,MT PLEASANT,,,,,IA,52641,,,,,
115 N LOCUST ST,WINFIELD,IA,52659,593,69fe2107-9a69-4c03-94e1-d1d46e0c4a7b,0.0781381,TAMUGeocoder,5.0.0,1,,41.1288389939833,-91.4379326309289,,StreetSegment,Match,100,,2626.3,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},115,,N,,,,LOCUST,,ST,,,,,,,WINFIELD,,,,,IA,52659,,,,,,115,,N,,,,LOCUST,,ST,,,,,,,WINFIELD,,,,,IA,52659,,,,,
218 W MAIN ST,WAYLAND,IA,52654,594,c81e69d0-bb2f-4bfa-98e2-18373d842a92,0.0625021,TAMUGeocoder,5.0.0,1,,41.1471490870138,-91.6608731605814,,StreetSegment,Match,100,,1984.63,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},218,,W,,,,MAIN,,ST,,,,,,,WAYLAND,,,,,IA,52654,,,,,,218,,W,,,,MAIN,,ST,,,,,,,WAYLAND,,,,,IA,52654,,,,,
103 W WASHINGTON ST,NEW LONDON,IA,52645,595,1a27cfeb-c254-4d0f-b866-dd1752722636,0.0312557,TAMUGeocoder,5.0.0,1,,40.9265360947331,-91.4016015388858,,StreetSegment,Match,100,,2801.58,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},103,,W,,,,WASHINGTON,,ST,,,,,,,NEW LONDON,,,,,IA,52645,,,,,,103,,W,,,,WASHINGTON,,ST,,,,,,,NEW LONDON,,,,,IA,52645,,,,,
201 S MAIN ST,SALEM,IA,52649,596,f1a846d8-a0c8-4eb7-8e7e-3dcd9d032429,0.0937503,TAMUGeocoder,5.0.0,1,,40.8531748717439,-91.6214204192492,,StreetSegment,Match,100,,1493.47,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},201,,S,,,,MAIN,,ST,,,,,,,SALEM,,,,,IA,52649,,,,,,201,,S,,,,MAIN,,ST,,,,,,,SALEM,,,,,IA,52649,,,,,
402 BUSTI AVE,ELMA,IA,50628,597,c332cb5c-b289-413f-a092-b7d666717732,0.062494,TAMUGeocoder,5.0.0,1,,43.2476758600656,-92.4358509795646,,StreetSegment,Match,100,,2353.79,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},402,,,,,,BUSTI,,AVE,,,,,,,ELMA,,,,,IA,50628,,,,,,402,,,,,,BUSTI,,AVE,,,,,,,ELMA,,,,,IA,50628,,,,,
201 CENTER ST,LIME SPRINGS,IA,52155,598,4399eaf6-e190-4add-80bc-d799e8743a27,0.7362697,TAMUGeocoder,5.0.0,1,,43.4471446960891,-92.281837434302,,StreetSegment,Match,100,,2018.75,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},201,,,,,,CENTER,,ST,,,,,,,LIME SPRINGS,,,,,IA,52155,,,,,,201,,,,,,CENTER,,ST,,,,,,,LIME SPRINGS,,,,,IA,52155,,,,,
314 W 7TH ST,CRESCO,IA,52136,599,1fba7e1c-7598-4ccd-bb14-b1d07ed7fe9e,0.162983,TAMUGeocoder,5.0.0,1,,43.3756574226635,-92.1271964123886,,StreetSegment,Match,99.3491124260355,,1585.02,Meters,03,StreetSegmentInterpolation,MMMMMM8MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,,314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,
314 W 7TH ST,CRESCO,IA,52136,600,0d33e39d-0be3-4b94-ba85-3672f9e9421c,0.0468747,TAMUGeocoder,5.0.0,1,,43.3756574226635,-92.1271964123886,,StreetSegment,Match,99.3491124260355,,1585.02,Meters,03,StreetSegmentInterpolation,MMMMMM8MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,,314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,
314 W 7TH ST,CRESCO,IA,52136,601,6444f187-f2f9-4b86-989f-e0e8666120e0,0.0624969,TAMUGeocoder,5.0.0,1,,43.3756574226635,-92.1271964123886,,StreetSegment,Match,99.3491124260355,,1585.02,Meters,03,StreetSegmentInterpolation,MMMMMM8MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,,314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,
314 W 7TH ST,CRESCO,IA,52136,602,c928e45f-aa4c-42d8-a7d8-0f4e30edd3dd,0.062492,TAMUGeocoder,5.0.0,1,,43.3756574226635,-92.1271964123886,,StreetSegment,Match,99.3491124260355,,1585.02,Meters,03,StreetSegmentInterpolation,MMMMMM8MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,,314,,W,,,,7TH,,ST,,,,,,,CRESCO,,,,,IA,52136,,,,,
103 S. MAIN ST,PROTIVIN,IA,52163,603,f26bb014-0c88-4047-afbe-ee7a95e6fdc1,0.5950448,TAMUGeocoder,5.0.0,1,,43.2170098190262,-92.0908829156026,,StreetSegment,Match,100,,960.62,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},103,,S,,,,MAIN,,ST,,,,,,,PROTIVIN,,,,,IA,52163,,,,,,103,,S,,,,MAIN,,ST,,,,,,,PROTIVIN,,,,,IA,52163,,,,,
211 E MAIN ST,RICEVILLE,IA,50466,604,d49c78b8-f4fa-44ff-aca6-4f41bbe695f6,0.583953,TAMUGeocoder,5.0.0,1,,43.3638369434177,-92.5497750530153,,StreetSegment,Match,100,,4169.6,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},211,,E,,,,MAIN,,ST,,,,,,,RICEVILLE,,,,,IA,50466,,,,,,211,,E,,,,MAIN,,ST,,,,,,,RICEVILLE,,,,,IA,50466,,,,,
302 MAIN ST,CHESTER,IA,52134,605,5bf8400c-6bd9-430a-a24d-9633c00c7c5e,0.6451128,TAMUGeocoder,5.0.0,1,,43.4901003431577,-92.3584075062503,,StreetSegment,Match,100,,1906.66,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},302,,,,,,MAIN,,ST,,,,,,,CHESTER,,,,,IA,52134,,,,,,302,,,,,,MAIN,,ST,,,,,,,CHESTER,,,,,IA,52134,,,,,
111 SE 2ND ST,GILMORE CITY,IA,50541,606,a26f8a12-81bb-44e4-acc0-13bbb375f914,0.6099735,TAMUGeocoder,5.0.0,1,,42.7313197336941,-94.4403031072085,,StreetSegment,Match,100,,3098.55,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},111,,SE,,,,2ND,,ST,,,,,,,GILMORE CITY,,,,,IA,50541,,,,,,111,,SE,,,,2ND,,ST,,,,,,,GILMORE CITY,,,,,IA,50541,,,,,
105 Humboldt Ave,Bode,IA,50519,607,4be06b7b-9e56-44fa-a5d5-e89c6d01aa13,0.1095064,TAMUGeocoder,5.0.0,1,,42.86781593264,-94.2874499284481,,StreetSegment,Match,100,,2367.42,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},105,,,,,,HUMBOLDT,,AVE,,,,,,,Bode,,,,,IA,50519,,,,,,105,,,,,,HUMBOLDT,,AVE,,,,,,,Bode,,,,,IA,50519,,,,,
412 Main St,Dakota City,IA,50529,608,15543591-7d14-4c52-a5ee-4b34d634802e,0.6720682,TAMUGeocoder,5.0.0,1,,42.7225794459636,-94.1962288862734,,StreetSegment,Match,100,,1250.7,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFE,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,BrokenTie,2,,ReturnAll,,FeatureClassBased,,{},412,,,,,,MAIN,,ST,,,,,,,Dakota City,,,,,IA,50529,,,,,,412,,,,,,MAIN,,ST,,,,,,,Dakota City,,,,,IA,50529,,,,,
401 4TH AVE,LIVERMORE,IA,50558,609,60370096-3517-40d8-81a7-5cd3b4b03255,0.4868625,TAMUGeocoder,5.0.0,1,,42.8683905944908,-94.1858638766801,,StreetSegment,Match,100,,2000.84,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},401,,,,,,4TH,,AVE,,,,,,,LIVERMORE,,,,,IA,50558,,,,,,401,,,,,,4TH,,AVE,,,,,,,LIVERMORE,,,,,IA,50558,,,,,
1212 SUMNER AVE SW,HUMBOLDT,IA,50548,610,c992b95d-c4a3-483d-bc0c-c84ed19482cf,0.0937572,TAMUGeocoder,5.0.0,1,,42.7159908151498,-94.2254140666431,,StreetSegment,Match,100,,2644.34,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1212,,,,,,SUMNER,,AVE,,SW,,,,,HUMBOLDT,,,,,IA,50548,,,,,,1212,,,,,,SUMNER,,AVE,,SW,,,,,HUMBOLDT,,,,,IA,50548,,,,,
607 1st Ave South,Humboldt,IA,50548,611,10dc7310-65f2-4e71-bdfd-a1f6d6422798,0.3919259,TAMUGeocoder,5.0.0,1,,42.7199408194621,-94.2174820696569,,StreetSegment,Match,100,,2893.42,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},607,,,,,,1ST,,AVE,,S,,,,,Humboldt,,,,,IA,50548,,,,,,607,,,,,,1ST,,AVE,,S,,,,,Humboldt,,,,,IA,50548,,,,,
311 6TH AVE N,HUMBOLDT,IA,50548,612,60ced11c-4956-48dd-b450-57099f64c1db,0.1639021,TAMUGeocoder,5.0.0,1,,42.7279809505585,-94.2147679420621,,StreetSegment,Match,100,,2795.63,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},311,,,,,,6TH,,AVE,,N,,,,,HUMBOLDT,,,,,IA,50548,,,,,,311,,,,,,6TH,,AVE,,N,,,,,HUMBOLDT,,,,,IA,50548,,,,,
